LOCATIONID,STATISTICSGROUPCODE,DEPARTMENTCODE,AXBATCHCODE,ZONE,TERRITORY,REGION,DISTRICT,STORE,BUSINESSLINE,BU,BUNAME,BUDTL,COMPANY,COMPANYNAME,STORETYPE,CHAIN,DATAAREAID,,
74110,7411001,74110,NULL,783,719,176,7096,74110,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74111,7411101,74110,NULL,783,719,176,7096,74111,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74112,7411201,74112,NULL,783,719,176,7097,74112,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74526,7452601,74151,NULL,783,719,177,7085,74526,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74530,7453001,74149,NULL,783,719,175,7083,74530,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74531,7453101,74149,NULL,783,719,175,7083,74531,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74058,7405801,74058,NULL,783,719,176,7080,74058,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74059,7405901,74059,NULL,783,719,177,7081,74059,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74060,7406001,74060,NULL,783,719,177,7082,74060,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
72057,7205701,72057,NULL,781,711,712,7507,72057,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
72058,7205801,72058,NULL,781,711,712,7508,72058,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
72059,7205901,72059,NULL,781,711,714,7509,72059,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
72101,7210101,72101,NULL,781,711,713,7110,72101,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
72102,7210201,72102,NULL,781,711,713,7111,72102,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
72103,7210301,72103,NULL,781,711,713,7112,72103,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
72104,7210401,72104,NULL,781,711,712,7113,72104,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
72105,7210501,72105,NULL,781,711,712,7114,72105,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
72106,7210601,72106,NULL,781,711,712,7115,72106,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
72107,7210701,72107,NULL,781,711,712,7116,72107,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
72108,7210801,72018,NULL,781,711,714,7017,72108,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
72109,7210901,72109,NULL,781,711,714,7117,72109,CO,HKG FP,GCSEA FULL PRICE,RLCANZ,AP FP,APAC FULL PRICE,POP-UP,AU,7111,,
74016,7401601,74003,NULL,783,719,177,7029,74016,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
7995,799501,NA,NULL,750,755,795,795,7995,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,DC-PP,MO,7101,,
7426,742601,7426,NULL,755,754,171,239,7426,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
30407,3040701,3184,NULL,305,315,316,3184,30407,Wholesale,AP RLW,APAC WHOLESALE,RLWKOR,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,KOR,7107,,
56042,S040701,S0407,NULL,505,520,521,5729,56042,RT,JPN FP,JAPAN FULL PRICE,RLSJPN,AP FP,APAC FULL PRICE,FSS,JPN,8000,,
55719,S045001,S0450,NULL,504,513,513,5766,55719,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55426,2030309,20303,NULL,503,505,505,5075,55426,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
74519,7451901,74150,NULL,783,719,176,7084,74519,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74520,7452001,74149,NULL,783,719,175,7083,74520,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74521,7452101,74151,NULL,783,719,177,7085,74521,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
74522,7452201,74150,NULL,783,719,176,7084,74522,WS,AP RLW,APAC WHOLESALE,RLWANZ,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,AU,7111,,
58395,2193005,21930,NULL,503,506,506,5118,58395,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58396,2193005,21930,NULL,503,506,506,5118,58396,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58397,2193005,21930,NULL,503,506,506,5118,58397,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58407,3041008,30410,NULL,503,502,518,5015,58407,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58408,3041008,30410,NULL,503,502,518,5015,58408,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58409,3041008,30410,NULL,503,502,518,5015,58409,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58410,3041008,30410,NULL,503,502,518,5015,58410,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58417,3153005,31530,NULL,503,502,518,5017,58417,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58418,3153005,31530,NULL,503,502,518,5017,58418,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
58425,5051003,50510,NULL,503,504,504,5035,58425,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,OFF-SITE,JPN,8000,,
55720,S045101,S0451,NULL,504,510,510,5767,55720,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55797,8151009,81510,NULL,504,515,515,5240,55797,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55798,8151010,81510,NULL,504,515,515,5240,55798,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55799,8151011,81510,NULL,504,515,515,5240,55799,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55800,8281008,82810,NULL,504,515,515,5244,55800,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55801,8281009,82810,NULL,504,515,515,5244,55801,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55802,8281010,82810,NULL,504,515,515,5244,55802,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55803,8281011,82810,NULL,504,515,515,5244,55803,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55804,8281012,82810,NULL,504,515,515,5244,55804,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55805,8281013,82810,NULL,504,515,515,5244,55805,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55806,S045601,S0456,NULL,504,516,516,5773,55806,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55807,S045701,S0457,NULL,504,515,515,5774,55807,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55808,S045801,S0458,NULL,504,514,514,5775,55808,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55485,S035201,S0352,NULL,504,513,513,5658,55485,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55427,1023008,10230,NULL,503,505,505,5046,55427,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55428,1131024,11310,NULL,503,505,505,5051,55428,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55429,2069007,20690,NULL,503,505,505,5270,55429,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55430,2069008,20690,NULL,503,505,505,5270,55430,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55431,2021506,20215,NULL,503,508,508,5139,55431,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55432,S031801,S0318,NULL,504,513,513,5620,55432,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55433,S031901,S0319,NULL,504,513,513,5621,55433,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55434,S032001,S0320,NULL,504,513,513,5622,55434,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
99914,NA,NA,NULL,768,764,724,709,7398,NA,AP RLW,APAC WHOLESALE,RLWHMT,AP RLW,APAC WHOLESALE,WHSL-INTER (APAC),APAC,7088,,
99914,9991401,NA,NULL,504,537,536,5425,59986,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-INTER (APAC),JPN,8000,,
99914,9991401,NA,NULL,305,320,321,3095,39994,Wholesale,AP RLW,APAC WHOLESALE,RLWKOR,AP RLW,APAC WHOLESALE,WHSL-INTER (APAC),KOR,7107,,
55570,S039102,S0391,NULL,504,513,513,5707,55570,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55560,S039201,S0392,NULL,504,513,513,5709,55560,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55561,2032802,20328,NULL,503,502,518,5008,55561,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55562,3012107,30121,NULL,503,502,518,5012,55562,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
79933,7993301,NA,NULL,756,773,7408,7489,79933,NA,HKG FP,GCSEA FULL PRICE,RLSSEA,AP FP,APAC FULL PRICE,GWP,SG,7103,,
55172,S017501,S0175,NULL,504,516,516,5457,55172,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55173,S017601,S0176,NULL,504,513,513,5458,55173,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55175,S017801,S0178,NULL,504,514,514,5460,55175,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55176,S017901,S0179,NULL,504,513,513,5461,55176,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55178,S018201,S0182,NULL,504,516,516,5463,55178,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55179,2121004,20098,NULL,503,506,506,5100,55179,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55297,S023501,S0235,NULL,504,513,513,5530,55297,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55298,S023601,S0236,NULL,504,510,510,5531,55298,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55299,S023701,S0237,NULL,504,511,511,5532,55299,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55300,S023801,S0238,NULL,504,513,513,5533,55300,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55301,S023901,S0239,NULL,504,514,514,5534,55301,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55302,S024001,S0240,NULL,504,513,513,5535,55302,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
7187,718701,7187,NULL,754,774,754,7520,7187,NA,HKG FP,GCSEA FULL PRICE,RLSCHN,AP FP,APAC FULL PRICE,FSS,CN,7105,,
7188,718801,7188,NULL,754,774,754,232,7188,NA,HKG FP,GCSEA FULL PRICE,RLSCHN,AP FP,APAC FULL PRICE,FSS,CN,7105,,
50327,S054601,S0546,NULL,504,513,513,5869,50327,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
50328,S054701,S0547,NULL,504,513,513,5870,50328,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
50329,S054801,S0548,NULL,504,513,513,5871,50329,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
50330,S054901,S0549,NULL,504,513,513,5872,50330,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
50331,S055001,S0550,NULL,504,513,513,5873,50331,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
50332,S055101,S0551,NULL,504,513,513,5874,50332,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
50333,S055201,S0552,NULL,504,513,513,5875,50333,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
50334,S055301,S0553,NULL,504,513,513,5876,50334,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
50335,S055401,S0554,NULL,504,513,513,5877,50335,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
52066,2193004,21930,NULL,503,506,506,5118,52066,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55304,S024201,S0242,NULL,504,513,513,5537,55304,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55305,2040204,20402,NULL,503,505,505,5078,55305,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55313,S024501,S0245,NULL,504,513,513,5541,55313,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
GW01,GW01,3071,NULL,320,325,305,3071,3498,DC,KOR FP,KOREA FULL PRICE,RLKRDC,AP FP,APAC FULL PRICE,DC-WH,KOR,7107,,
HA01 (100),NA,NA,100,720,720,720,798,99994,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,DC-WH,APAC,7088,,
7491,749101,7491,NULL,750,750,7428,7449,7491,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,POP-UP,HK,7100,,
7492,749201,7492,NULL,750,752,762,161,7492,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,POP-UP,TW,7104,,
7493,749301,7493,NULL,750,752,7431,7468,7493,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,POP-UP,TW,7104,,
7494,749401,7494,NULL,750,752,7432,7469,7494,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,POP-UP,TW,7104,,
7495,749501,7495,NULL,750,752,704,732,7495,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,POP-UP,TW,7104,,
7496,749601,7496,NULL,750,752,7429,7450,7496,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,POP-UP,TW,7104,,
7497,749701,7497,NULL,755,754,7423,7434,7497,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7499,749901,7499,NULL,755,754,789,765,7499,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7500,750001,7500,NULL,755,754,7433,7472,7500,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
55282,S022401,S0224,NULL,504,510,510,5518,55282,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55283,S018902,S0189,NULL,504,513,513,5519,55283,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55284,1282001,12820,NULL,504,511,511,5520,55284,CK,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55406,S030501,S0305,NULL,504,513,513,5607,55406,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55407,S030601,S0306,NULL,504,513,513,5608,55407,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55409,S030801,S0308,NULL,504,515,515,5610,55409,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55413,S031201,S0312,NULL,504,510,510,5614,55413,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55414,S031301,S0313,NULL,504,514,514,5615,55414,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55415,S031401,S0314,NULL,504,518,519,5616,55415,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55416,S031501,S0315,NULL,504,515,515,5617,55416,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55417,S031601,S0316,NULL,504,515,515,5618,55417,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55418,S031701,S0317,NULL,504,513,513,5619,55418,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
79968,NA,NA,NULL,720,720,720,798,79968,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,Write Off -,CN,7105,,
79969,NA,NA,NULL,720,720,720,798,79969,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,Write Off +,CN,7105,,
79970,NA,NA,NULL,720,720,720,798,79970,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,Write Off -,TW,7104,,
7503,750301,7503,NULL,750,752,771,169,7503,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,SIS,TW,7104,,
7504,750401,7504,NULL,755,754,789,765,7504,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7505,750501,7505,NULL,750,752,774,179,7505,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,SIS,TW,7104,,
7506,750601,7506,NULL,750,752,768,7475,7506,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,SIS,TW,7104,,
10246,NA,NA,NULL,768,768,722,704,10246,NA,AP RLW,APAC WHOLESALE,RLWHMT,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
LBJP,W003701,W0037,NULL,520,536,534,5997,59977,DC,JPN FP,JAPAN FULL PRICE,RLJPDC,AP FP,APAC FULL PRICE,DC-WH,JPN,8000,,
10247,NA,NA,NULL,768,768,722,704,10247,NA,AP RLW,APAC WHOLESALE,RLWHMT,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
10248,NA,NA,NULL,768,768,722,704,10248,NA,AP RLW,APAC WHOLESALE,RLWHMT,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,APWH,7077,,
10249,NA,NA,NULL,766,766,721,740,10249,NA,AP RLW,APAC WHOLESALE,RLWCHN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,CN,7105,,
30323,3032301,3106,NULL,301,304,304,3106,30323,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,POP-UP,KOR,7107,,
30325,3032501,3158,NULL,305,315,316,3158,30325,Wholesale,AP RLW,APAC WHOLESALE,RLWKOR,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,KOR,7107,,
30326,3032601,3072,NULL,301,307,308,3072,30326,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,POP-UP,KOR,7107,,
7696,769601,7696,NULL,750,752,782,789,7696,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,SIS,TW,7104,,
7705,770501,7705,NULL,755,754,783,783,7705,NA,HKG FP,GCSEA FULL PRICE,RLCCHN,AP FP,APAC FULL PRICE,SIS,CN,7105,,
7710,771001,7710,NULL,750,750,790,197,7710,NA,HKG FP,GCSEA FULL PRICE,RLCHMT,AP FP,APAC FULL PRICE,DC-OTHER,HK,7100,,
79975,NA,NA,NULL,720,720,720,798,79975,NA,HKG FP,GCSEA FULL PRICE,RLHKDC,AP FP,APAC FULL PRICE,Write Off +,MY,7102,,
99949,NA,NA,NULL,768,764,7402,7402,99875,NA,AP RLW,APAC WHOLESALE,RLWHMT,AP RLW,APAC WHOLESALE,WHSL-INTER (APAC),APAC,7088,,
99952,NA,NA,NULL,768,764,729,741,99910,NA,AP RLW,APAC WHOLESALE,RLWHMT,AP RLW,APAC WHOLESALE,WHSL-INTER (GLOBAL),APAC,7088,,
30269,3026901,3144,NULL,305,329,330,3144,30269,Wholesale,AP RLW,APAC WHOLESALE,RLWKOR,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,KOR,7107,,
30270,3027001,3145,NULL,305,315,316,3145,30270,Wholesale,AP RLW,APAC WHOLESALE,RLWKOR,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,KOR,7107,,
30271,3027101,3146,NULL,305,315,316,3146,30271,Wholesale,AP RLW,APAC WHOLESALE,RLWKOR,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,KOR,7107,,
30272,3027201,3021,NULL,301,307,308,3021,30272,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,POP-UP,KOR,7107,,
30273,3027301,3052,NULL,301,307,308,3052,30273,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,POP-UP,KOR,7107,,
30274,3027401,3052,NULL,301,307,308,3052,30274,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,POP-UP,KOR,7107,,
30208,3020801,3057,NULL,301,304,304,3057,30208,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
30210,3021001,3057,NULL,301,304,304,3057,30210,SIS,KOR FP,KOREA FULL PRICE,RLCKOR,AP FP,APAC FULL PRICE,SIS,KOR,7107,,
52041,2021403,20214,NULL,503,505,505,5070,52041,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52042,2021503,20215,NULL,503,508,508,5139,52042,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
52044,2021705,20217,NULL,503,503,503,5022,52044,SH,JPN FP,JAPAN FULL PRICE,RLCJPN,AP FP,APAC FULL PRICE,SIS,JPN,8000,,
55547,S038701,S0387,NULL,504,513,513,5701,55547,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
55548,S038801,S0388,NULL,504,513,513,5702,55548,KA,AP RLW,APAC WHOLESALE,RLWJPN,AP RLW,APAC WHOLESALE,WHSL-CUSTOMER,JPN,8000,,
